"logFC","AveExpr","t","P.Value","adj.P.Val","B","Status"
0.2661505213888,9.77251414485981,4.32678457685175,3.37908225448819e-05,0.000127293289898793,1.26513692612737,"Not Significant"
-0.278515930950043,9.45236305883178,-4.32674810747855,3.37955887017574e-05,0.000127293289898793,1.26500168312198,"Not Significant"
0.59561414842751,9.30651619961682,4.32607699321088,3.38834118031329e-05,0.000127602512288189,1.26251306665462,"Not Significant"
-0.466955178958491,13.3306376141121,-4.32583395440489,3.39152704237093e-05,0.000127700907545034,1.26161190065261,"Not Significant"
0.289169497084441,7.59835509165421,4.32342840321854,3.42321604230654e-05,0.000128872314699639,1.25269425746386,"Not Significant"
0.249411983186487,8.81279969362617,4.32278670272482,3.43171739332809e-05,0.00012917053830326,1.25031599368712,"Not Significant"
-0.330279966452148,4.70292465328037,-4.32209703371855,3.44087690210348e-05,0.00012949343017999,1.24776022692311,"Not Significant"
0.489814714660091,7.1372927874486,4.32202357287795,3.44185392308296e-05,0.00012950832652492,1.24748801359981,"Not Significant"
1.21076652859429,7.64792317978505,4.32079125246012,3.45828352453318e-05,0.00013010456150122,1.2429220665027,"Upregulated"
0.223514860447918,5.61781512413084,4.31983333248635,3.47110688512527e-05,0.000130564947199943,1.23937345175382,"Not Significant"
0.232612423976768,6.45748415429907,4.31952910024252,3.47518911216122e-05,0.00013069643710766,1.23824653943067,"Not Significant"
-0.181723945326181,5.97803116560748,-4.31917324765062,3.47996985285235e-05,0.000130847502333082,1.23692849023763,"Not Significant"
-0.170492081528857,4.44235024991589,-4.3191427167561,3.48038031830623e-05,0.000130847502333082,1.23681540984298,"Not Significant"
-0.301812801558416,9.56434055973832,-4.31882892490992,3.48460172155494e-05,0.000130984109584023,1.23565321958169,"Not Significant"
-0.571892409093957,9.09565116947664,-4.31756404904141,3.50166797950686e-05,0.000131603419779645,1.23096910515184,"Not Significant"
-0.339051004070381,8.65773119248598,-4.31703950757506,3.50876890168341e-05,0.000131848056384842,1.22902689628356,"Not Significant"
0.485259478292743,11.038714860271,4.31567447775959,3.52731288073922e-05,0.000132522530638193,1.22397340893731,"Not Significant"
-0.207914180931395,8.44718504142056,-4.31562516011862,3.52798462553943e-05,0.000132525423821468,1.22379085082791,"Not Significant"
0.464333532224487,7.72979064963551,4.31506405441316,3.53563600033735e-05,0.00013279045507419,1.22171392090146,"Not Significant"
0.341879559815618,5.60922744986916,4.31416521094636,3.54792615252694e-05,0.000133229589579976,1.21838725356733,"Not Significant"
0.202401311661504,7.15048494948598,4.31364764524608,3.55502162899204e-05,0.0001334735416324,1.2164719373943,"Not Significant"
0.612157771389155,8.96102234041122,4.31320063593921,3.56116081709647e-05,0.00013368151362426,1.2148178544701,"Not Significant"
-0.217080910092553,9.31026167600935,-4.31288396418225,3.56551613492228e-05,0.000133822462581225,1.21364613700614,"Not Significant"
0.248745369644606,11.5995982354206,4.31208721763225,3.57649681210091e-05,0.000134211987982561,1.21069836300809,"Not Significant"
-0.150122800740329,6.4920647802243,-4.31191684562305,3.57884908236218e-05,0.000134277646240573,1.21006807673014,"Not Significant"
0.39396983310907,9.26799148771963,4.3112494137691,3.58807844728385e-05,0.0001345946895176,1.20759910143845,"Not Significant"
0.201634408357841,7.99663730162617,4.31121845112207,3.58850715982615e-05,0.0001345946895176,1.20748457043737,"Not Significant"
0.160549961138632,5.56230345328972,4.31082179850685,3.59400362354235e-05,0.000134778160120152,1.20601740162619,"Not Significant"
0.254547921543625,7.41719334735514,4.31033094208881,3.60081670106764e-05,0.000135010934797056,1.2042019166264,"Not Significant"
0.281657034033418,6.99383416597196,4.3092837656458,3.61539306676009e-05,0.000135534663032663,1.20032931052063,"Not Significant"
0.185626588214985,7.83376423461682,4.30898136767032,3.61961290936113e-05,0.000135670032732202,1.19921112386361,"Not Significant"
0.223101426927158,6.7531953272243,4.30863514396683,3.62445014391576e-05,0.000135828494041162,1.19793094948036,"Not Significant"
-0.299942872735755,9.64274867315888,-4.30816206520948,3.6310697838411e-05,0.000136053687562353,1.19618184154452,"Not Significant"
0.242640464059814,5.89248445036449,4.30766726017693,3.63800588328918e-05,0.000136290660889934,1.19435255052456,"Not Significant"
-0.347320773649901,9.43523538338318,-4.30735744637189,3.64235529526353e-05,0.000136430665732656,1.19320724646317,"Not Significant"
0.2300446462646,5.48885573515888,4.30710356982714,3.64592314637914e-05,0.00013654135373238,1.19226877183999,"Not Significant"
0.912369736853623,6.34007946068224,4.30674026918236,3.65103463961522e-05,0.000136709804863966,1.19092587041482,"Not Significant"
0.248074323578111,7.41668335125234,4.30648223572762,3.65466925457535e-05,0.000136822908265629,1.18997212635975,"Not Significant"
