"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0043434","response to peptide hormone","39/652","427/18842",0.0913348946135831,2.6394663869772,6.48768889685562,3.70001066055577e-08,2.97916929793678e-06,9.88100384926507e-07,"COL1A1/EDN1/ADCY9/SRD5A1/CA2/NR4A1/SLC2A1/AKT3/PDK4/SOCS2/CEACAM1/TGFBR3/FOS/PID1/CXCL12/KLF2/NR4A3/KL/CDO1/EDNRA/KAT2B/KLF4/GCLC/EGR1/CAV2/FBP1/AGTR1/NR4A2/CAT/CAV1/SORBS1/GDF15/PLA2G1B/AGTR2/EDNRB/TIMP1/PIK3R1/GHR/COL3A1",39
"BP","GO:1904018","positive regulation of vasculature development","24/652","189/18842",0.126984126984127,3.6696854610965,6.98354725911024,4.05513187350405e-08,3.20782273993505e-06,1.06393781860634e-06,"EMP2/CHI3L1/DSG2/HYAL1/MDK/GATA2/AKT3/CD34/RRAS/JCAD/CXCL12/SASH1/RAMP2/CDH5/GATA6/KLF4/TEK/CLIC3/C5AR1/TIE1/ANXA3/AQP1/GREM1/SEMA5A",24
"BP","GO:0051783","regulation of nuclear division","20/652","135/18842",0.148148148148148,4.28129970461259,7.24386142494786,4.13484401928482e-08,3.21448477292332e-06,1.06614741353089e-06,"RCC1/EDN1/BUB1B/DLGAP5/TTK/ZWINT/NUSAP1/NDC80/TRIP13/BIRC5/AURKA/UBE2C/CENPF/CAV2/DUSP1/BUB1/CCNB1/NEK2/CDC20/MAD2L1",20
"BP","GO:0072593","reactive oxygen species metabolic process","25/652","204/18842",0.122549019607843,3.54151629977144,6.90983620139758,4.3325437344335e-08,3.31109147433232e-06,1.09818893561385e-06,"HBB/EDN1/NQO1/SESN1/HBA1/TGFBR2/LCN2/TFAP2A/SFTPD/PMAIP1/PID1/FBLN5/F2RL1/TYROBP/SLC1A1/PRDX4/DUOX1/AGTR1/CRYAB/GPX3/CAT/CD36/HBA2/INAVA/ALOX5",25
"BP","GO:0050678","regulation of epithelial cell proliferation","32/652","312/18842",0.102564102564103,2.96397671857795,6.62270401405393,4.43768944475126e-08,3.33492361773057e-06,1.10609333704607e-06,"NME1/RGCC/NR4A1/MDK/GATA2/AKT3/MMRN2/CEACAM1/TGFBR3/JCAD/CXCL12/CDH3/NR4A3/GATA6/CDKN1C/TEK/ZFP36/CAV2/AGTR1/PTN/C5AR1/ENG/TIE1/KLF9/COL4A3/CAV1/FGFR2/EDNRB/SULF1/SEMA5A/MMP12/ALOX5",32
"BP","GO:0010594","regulation of endothelial cell migration","27/652","234/18842",0.115384615384615,3.33447380840019,6.80309458131877,4.51403054216805e-08,3.3366825761698e-06,1.1066767303806e-06,"GPI/PLPP3/EMP2/RGCC/SRPX2/EDN1/ANGPT1/LCN2/GATA2/AKT3/MMRN2/CEACAM1/STARD13/TGFBR3/DCN/RRAS/JCAD/SASH1/KLF4/SLIT2/TEK/PTN/CXCL13/AGTR2/ANXA3/GREM1/SEMA5A",27
"BP","GO:0000070","mitotic sister chromatid segregation","25/652","205/18842",0.121951219512195,3.52424061050426,6.87985207545467,4.77651487107551e-08,3.47375896027089e-06,1.1521408226658e-06,"CENPA/RCC1/H3-3B/KIF2A/TPX2/BUB1B/DLGAP5/TTK/ZWINT/KIF11/NUSAP1/CDK1/NDC80/TRIP13/KAT2B/BIRC5/PRC1/UBE2C/CENPF/DUSP1/BUB1/CCNB1/CDC20/KIF4A/MAD2L1",25
"BP","GO:0007599","hemostasis","26/652","222/18842",0.117117117117117,3.38454098270049,6.76629398057603,5.91826519530731e-08,4.23578694692709e-06,1.40488246694268e-06,"GPI/HBB/PROS1/FLI1/IL6/EDN1/SERPING1/ANGPT1/SVEP1/FAP/TFPI2/PLAU/CEACAM1/F2RL1/FBLN1/PLA2G4A/THBD/CPB2/F8/ANXA8/CD36/CAV1/SLC6A4/VWF/MYL9/COL3A1",26
"BP","GO:0048762","mesenchymal cell differentiation","27/652","238/18842",0.113445378151261,3.27843223178842,6.69700852792725,6.436499693851e-08,4.53471517493346e-06,1.50402792247724e-06,"EMP2/RGCC/FOLR1/COL1A1/IL6/EDN1/DSG2/MDK/TGFBR2/WWTR1/TCF21/QKI/TGFBR3/S100A4/SEMA3G/BMP2/SEMA6A/TBX3/EDNRA/HEY1/EZH2/ENG/FGFR2/FOXF2/GREM1/FERMT2/SEMA5A",27
"BP","GO:0030324","lung development","14/652","68/18842",0.205882352941176,5.94974738361602,7.74138216269842,6.72902345828705e-08,4.66787181129482e-06,1.54819195294549e-06,"FOXF1/MME/CHI3L1/WFDC2/TCF21/SFTPD/RBP4/BMP2/ABCA3/EPAS1/CLDN18/FGFR2/TBX2/COL3A1",14
"BP","GO:0050900","leukocyte migration","34/652","352/18842",0.0965909090909091,2.7913587562744,6.42310276106588,7.35706289521421e-08,5.02621160523043e-06,1.66704242866954e-06,"EMP2/VEGFD/GAS6/IL6/EDN1/MDK/CX3CR1/SFTPD/PECAM1/CD34/MIF/ICAM2/CXCL12/AGER/F2RL1/S1PR1/PTGER4/SLIT2/NEDD9/LYVE1/IL33/PTN/DUSP1/PERP/C5AR1/JAM2/CXCL13/STK39/GDF15/PLA2G1B/EDNRB/GREM1/CXCL3/ALOX5",34
"BP","GO:0010965","regulation of mitotic sister chromatid separation","14/652","69/18842",0.202898550724638,5.86351916066507,7.66245186989229,8.17649486144347e-08,5.50265900451472e-06,1.82506562626227e-06,"BUB1B/DLGAP5/TTK/ZWINT/NDC80/TRIP13/BIRC5/UBE2C/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",14
"BP","GO:0033002","muscle cell proliferation","25/652","211/18842",0.118483412322275,3.42402523769372,6.70377925188892,8.45835809078473e-08,5.60863773990417e-06,1.86021556866563e-06,"MMP9/RGCC/IL6/EDN1/ANGPT1/RGS5/OGN/RBP4/TGFBR3/CDK1/FOS/HPGD/BMP2/S1PR1/NR4A3/KLF4/CNN1/NPR1/ADAMTS1/CCNB1/FGFR2/HBEGF/PIK3R1/TBX2/IGFBP3",25
"BP","GO:0030323","respiratory tube development","14/652","70/18842",0.2,5.77975460122699,7.5850556296811,9.89937448989979e-08,6.40243882067002e-06,2.12349538764168e-06,"FOXF1/MME/CHI3L1/WFDC2/TCF21/SFTPD/RBP4/BMP2/ABCA3/EPAS1/CLDN18/FGFR2/TBX2/COL3A1",14
"BP","GO:0010810","regulation of cell-substrate adhesion","24/652","198/18842",0.121212121212121,3.50288157650121,6.70290049991419,9.93947033592595e-08,6.40243882067002e-06,2.12349538764168e-06,"PLPP3/EMP2/CDKN2A/MDK/NDNF/PLAU/RRAS/GPM6B/FBLN1/ECM2/SLK/SPOCK2/LIMCH1/TEK/NEDD9/CD36/FAM107A/MACF1/DLC1/GREM1/ARHGAP6/FERMT2/AGR2/MMP12",24
"BP","GO:0061138","morphogenesis of a branching epithelium","15/652","81/18842",0.185185185185185,5.35162463076573,7.43062538818964,1.0195335255692e-07,6.45999987172436e-06,2.14258664799501e-06,"RASIP1/MDK/TGFBR2/TCF21/BMP2/EDNRA/SLIT2/LGR4/ENG/TIE1/FGFR2/AGTR2/GREM1/TBX2/SULF1",15
"BP","GO:0060562","epithelial tube morphogenesis","23/652","184/18842",0.125,3.61234662576687,6.74165605759033,1.03986966233332e-07,6.45999987172436e-06,2.14258664799501e-06,"FOLR1/RASIP1/MDK/TGFBR2/LCN2/TCF21/PTCH1/MMRN2/GPC3/STARD13/BMP2/EDNRA/PODXL/SLIT2/LGR4/PERP/ENG/TIE1/FGFR2/AGTR2/DLC1/GREM1/TBX2",23
"BP","GO:0060485","mesenchyme development","30/652","291/18842",0.103092783505155,2.97925494908608,6.44204856388067,1.04586380713213e-07,6.45999987172436e-06,2.14258664799501e-06,"EMP2/FOXF1/RGCC/FOLR1/COL1A1/IL6/EDN1/DSG2/MDK/TGFBR2/WWTR1/TCF21/QKI/TGFBR3/S100A4/SEMA3G/BMP2/SEMA6A/TBX3/EDNRA/HEY1/EZH2/ENG/FGFR2/FOXF2/GREM1/FERMT2/SOX4/TBX2/SEMA5A",30
"BP","GO:0045766","positive regulation of angiogenesis","23/652","185/18842",0.124324324324324,3.59282042778975,6.70960295414055,1.14960053217423e-07,7.00479567509947e-06,2.32327894480208e-06,"EMP2/CHI3L1/DSG2/HYAL1/MDK/GATA2/AKT3/CD34/RRAS/JCAD/SASH1/RAMP2/CDH5/GATA6/KLF4/TEK/CLIC3/C5AR1/TIE1/ANXA3/AQP1/GREM1/SEMA5A",23
"BP","GO:0051306","mitotic sister chromatid separation","14/652","71/18842",0.197183098591549,5.69834960684352,7.50914036318259,1.194328174891e-07,7.1803009874447e-06,2.38148875073861e-06,"BUB1B/DLGAP5/TTK/ZWINT/NDC80/TRIP13/BIRC5/UBE2C/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",14
"BP","GO:0002688","regulation of leukocyte chemotaxis","18/652","118/18842",0.152542372881356,4.4082874077155,7.03132740130827,1.24316091964506e-07,7.37554287720997e-06,2.44624458269635e-06,"VEGFD/GAS6/IL6/EDN1/MDK/CX3CR1/MIF/CXCL12/F2RL1/SLIT2/NEDD9/PTN/DUSP1/PERP/C5AR1/CXCL13/STK39/GREM1",18
"BP","GO:0035633","maintenance of blood-brain barrier","10/652","34/18842",0.294117647058824,8.49963911945146,8.28643903181182,1.4208542867666e-07,8.32030127146833e-06,2.7595923785654e-06,"CLDN5/IL6/ANGPT1/PECAM1/ZEB2/CDH5/SLC1A1/JAM2/DMD/CLDN3",10
"BP","GO:0070482","response to oxygen levels","31/652","312/18842",0.0993589743589744,2.87135244612239,6.31036673673915,1.47896936757251e-07,8.5495806133134e-06,2.83563740430116e-06,"RGCC/AK4/VEGFD/COL1A1/EDN1/PGK1/CD24/LCN2/SLC2A1/NDNF/PMAIP1/ENO1/TGFBR3/ZEB2/FOS/BMP2/CXCL12/PLOD2/KCNK3/SLC7A5/GATA6/EPAS1/EGR1/ENG/CAT/CCNB1/CAV1/FGFR2/SLC6A4/AQP1/CLDN3",31
"BP","GO:0048589","developmental growth","35/652","381/18842",0.0918635170603675,2.65474292707277,6.17767181925853,1.62323490593875e-07,9.26476733022508e-06,3.07284321558693e-06,"WWC2/NRN1/LEPR/EDN1/TRPV2/MDK/PTCH1/ACACB/MEIS1/RBP4/TGFBR3/CDK1/CAPN3/SEMA3G/CXCL12/FBLN5/S1PR1/CDH1/EDNRA/FLRT3/NEDD4L/SLIT2/SPP1/PTN/CLDN18/CCNB1/MACF1/FGFR2/GDF15/SLC6A4/GHR/TBX2/COL3A1/AGR2/SEMA5A",35
"BP","GO:0045926","negative regulation of growth","23/652","189/18842",0.121693121693122,3.51678190021748,6.58357158443046,1.70431088949067e-07,9.55449843501246e-06,3.16893826341247e-06,"WWC2/FHL1/CDKN2A/SESN1/HYAL1/PTCH1/HYAL2/ENO1/RBP4/SEMA3G/MT1M/CDH1/SLIT2/SPP1/NPR1/FBP1/TMPRSS4/CRYAB/GDF15/AGTR2/SLC6A4/WFDC1/SEMA5A",23
"BP","GO:2001212","regulation of vasculogenesis","8/652","20/18842",0.4,11.559509202454,8.9451014289218,1.7163769643735e-07,9.55449843501246e-06,3.16893826341247e-06,"EMP2/CD34/TMEM100/CEACAM1/RRAS/RAMP2/DSP/HEY1",8
"BP","GO:0001837","epithelial to mesenchymal transition","22/652","175/18842",0.125714285714286,3.63298860648554,6.62506530444025,1.77578259299503e-07,9.7646386729446e-06,3.23863542702552e-06,"EMP2/RGCC/COL1A1/IL6/EDN1/DSG2/MDK/TGFBR2/WWTR1/QKI/TGFBR3/S100A4/BMP2/TBX3/EDNRA/HEY1/EZH2/ENG/FGFR2/FOXF2/GREM1/FERMT2",22
"BP","GO:0048738","cardiac muscle tissue development","23/652","192/18842",0.119791666666667,3.46183218302658,6.49126089052153,2.27231808948499e-07,1.22118759242443e-05,4.05031003433649e-06,"EDN1/DSG2/MYH11/MEIS1/RBP4/TGFBR3/CDK1/BMP2/TBX3/S1PR1/GATA6/EDNRA/DSP/HEY1/NEBL/ENG/CCNB1/EFNB2/FGFR2/GREM1/FHL2/TNNC1/TBX2",23
"BP","GO:0002274","myeloid leukocyte activation","25/652","222/18842",0.112612612612613,3.2543663295197,6.39691472535214,2.27500017218124e-07,1.22118759242443e-05,4.05031003433649e-06,"IL6/LDLR/HSPD1/CX3CR1/TGFBR2/GATA2/FGR/HYAL2/MIF/CLU/AGER/F2RL1/VSIG4/PLA2G4A/NR4A3/TYROBP/CD93/IL33/UBD/C5AR1/STK39/ANXA3/PTGDS/DNASE1L3/IL1RL1",25
"BP","GO:0072006","nephron development","18/652","123/18842",0.146341463414634,4.22908873260512,6.80221940441446,2.3677386499648e-07,1.25601571443427e-05,4.16582438522625e-06,"EDN1/ANGPT1/CD24/TCF21/PECAM1/CD34/GPC3/BMP2/EDNRA/PODXL/EGR1/TEK/LGR4/COL4A3/AGTR2/AQP1/GREM1/SULF1",18
"BP","GO:0061383","trabecula morphogenesis","9/652","28/18842",0.321428571428571,9.28889132340053,8.30987162297464,2.57776987160543e-07,1.33599590242171e-05,4.43109448784048e-06,"ADGRG6/RBP4/TGFBR3/S1PR1/TEK/HEY1/ENG/GREM1/FHL2",9
"BP","GO:0072012","glomerulus vasculature development","9/652","28/18842",0.321428571428571,9.28889132340053,8.30987162297464,2.57776987160543e-07,1.33599590242171e-05,4.43109448784048e-06,"EDN1/ANGPT1/TCF21/PECAM1/CD34/EDNRA/EGR1/TEK/AQP1",9
"BP","GO:0036293","response to decreased oxygen levels","29/652","287/18842",0.101045296167247,2.92008507727496,6.20569410815895,2.61350953134807e-07,1.33912664509641e-05,4.4414782147543e-06,"RGCC/AK4/VEGFD/EDN1/PGK1/CD24/LCN2/SLC2A1/NDNF/PMAIP1/ENO1/TGFBR3/ZEB2/FOS/BMP2/CXCL12/PLOD2/KCNK3/GATA6/EPAS1/EGR1/ENG/CAT/CCNB1/CAV1/FGFR2/SLC6A4/AQP1/CLDN3",29
"BP","GO:0002685","regulation of leukocyte migration","24/652","210/18842",0.114285714285714,3.30271691498685,6.35301504590284,3.01301571877903e-07,1.5199355653897e-05,5.04116673820837e-06,"VEGFD/GAS6/IL6/EDN1/MDK/CX3CR1/MIF/CXCL12/AGER/F2RL1/PTGER4/SLIT2/NEDD9/LYVE1/IL33/PTN/DUSP1/PERP/C5AR1/JAM2/CXCL13/STK39/GDF15/GREM1",24
"BP","GO:0003158","endothelium development","18/652","125/18842",0.144,4.16142331288344,6.71396326922827,3.03380352373193e-07,1.5199355653897e-05,5.04116673820837e-06,"CLDN5/EDN1/DSG2/LCN2/PECAM1/CD34/TMEM100/CEACAM1/STARD13/APOLD1/F2RL1/S1PR1/CDH5/EDNRA/DSP/HEY1/TIE1/CLDN3",18
"BP","GO:0009612","response to mechanical stimulus","23/652","196/18842",0.11734693877551,3.39118254663829,6.37099627209166,3.30192481263856e-07,1.63608560221838e-05,5.42640129395898e-06,"GPI/CHI3L1/COL1A1/SCEL/EDN1/MDK/SLC2A1/PTCH1/PECAM1/FOS/CXCL12/PTGER4/COL11A1/GCLC/TEK/IGFBP2/PTN/MEIS2/CCNB1/AQP1/FOSB/DMD/RCAN1",23
"BP","GO:0048754","branching morphogenesis of an epithelial tube","14/652","77/18842",0.181818181818182,5.25432236475181,7.0820811064603,3.44125767062255e-07,1.68659030835186e-05,5.59391013478131e-06,"RASIP1/MDK/TGFBR2/TCF21/BMP2/EDNRA/SLIT2/LGR4/ENG/TIE1/FGFR2/AGTR2/GREM1/TBX2",14
"BP","GO:0007094","mitotic spindle assembly checkpoint signaling","12/652","56/18842",0.214285714285714,6.19259421560035,7.36750879285943,3.68655741962526e-07,1.74975656895687e-05,5.80341352373409e-06,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:0071173","spindle assembly checkpoint signaling","12/652","56/18842",0.214285714285714,6.19259421560035,7.36750879285943,3.68655741962526e-07,1.74975656895687e-05,5.80341352373409e-06,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:0071174","mitotic spindle checkpoint signaling","12/652","56/18842",0.214285714285714,6.19259421560035,7.36750879285943,3.68655741962526e-07,1.74975656895687e-05,5.80341352373409e-06,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:0014706","striated muscle tissue development","28/652","277/18842",0.101083032490975,2.92117561072844,6.09844196847335,4.16634728869689e-07,1.95688124215982e-05,6.49038344337359e-06,"EDN1/DSG2/MYH11/TCF21/MEIS1/RBP4/TGFBR3/CDK1/BMP2/TBX3/S1PR1/GATA6/EDNRA/DSP/CAV2/HEY1/NEBL/ENG/CCNB1/CAV1/EFNB2/FGFR2/GREM1/FHL2/TNNC1/TBX2/DMD/RCAN1",28
"BP","GO:0001666","response to hypoxia","28/652","278/18842",0.100719424460432,2.91066778479057,6.07618827553039,4.48471396568336e-07,2.05868906317009e-05,6.82804920543165e-06,"RGCC/AK4/VEGFD/EDN1/PGK1/CD24/LCN2/SLC2A1/NDNF/PMAIP1/ENO1/TGFBR3/FOS/BMP2/CXCL12/PLOD2/KCNK3/GATA6/EPAS1/EGR1/ENG/CAT/CCNB1/CAV1/FGFR2/SLC6A4/AQP1/CLDN3",28
"BP","GO:0032970","regulation of actin filament-based process","34/652","380/18842",0.0894736842105263,2.5856796900226,5.91190316346056,4.51898137753641e-07,2.05868906317009e-05,6.82804920543165e-06,"RGCC/SYNPO/SPTBN1/EDN1/DSG2/CCN2/WASF3/ADRB2/ZEB2/GPM6B/CYRIA/CXCL12/F2RL1/GMFG/KANK3/S1PR1/PTGER4/LMOD1/DSP/SLIT2/LIMCH1/NEDD9/FAM107A/CAV1/KANK2/DLC1/ATP2A2/ECT2/PIK3R1/TNNC1/ARHGAP6/FERMT2/SEMA5A/ARHGAP44",34
"BP","GO:0031577","spindle checkpoint signaling","12/652","57/18842",0.210526315789474,6.08395221181789,7.27767589699927,4.52418154483434e-07,2.05868906317009e-05,6.82804920543165e-06,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:0000819","sister chromatid segregation","26/652","246/18842",0.105691056910569,3.05434186243703,6.14030471926798,4.56573311858526e-07,2.05868906317009e-05,6.82804920543165e-06,"CENPA/RCC1/H3-3B/KIF2A/TPX2/BUB1B/DLGAP5/TTK/ZWINT/KIF11/NUSAP1/CDK1/NDC80/TRIP13/KAT2B/BIRC5/PRC1/UBE2C/CENPF/DUSP1/BUB1/TOP2A/CCNB1/CDC20/KIF4A/MAD2L1",26
"BP","GO:0061437","renal system vasculature development","9/652","30/18842",0.3,8.66963190184049,7.95934053796534,5.01833531497473e-07,2.21839940541383e-05,7.35776012436825e-06,"EDN1/ANGPT1/TCF21/PECAM1/CD34/EDNRA/EGR1/TEK/AQP1",9
"BP","GO:0061440","kidney vasculature development","9/652","30/18842",0.3,8.66963190184049,7.95934053796534,5.01833531497473e-07,2.21839940541383e-05,7.35776012436825e-06,"EDN1/ANGPT1/TCF21/PECAM1/CD34/EDNRA/EGR1/TEK/AQP1",9
"BP","GO:0007596","blood coagulation","24/652","216/18842",0.111111111111111,3.21097477845944,6.18742984505531,5.07226352264425e-07,2.22046953627213e-05,7.36462612254884e-06,"HBB/PROS1/IL6/EDN1/SERPING1/ANGPT1/SVEP1/FAP/TFPI2/PLAU/CEACAM1/F2RL1/FBLN1/PLA2G4A/THBD/CPB2/F8/ANXA8/CD36/CAV1/SLC6A4/VWF/MYL9/COL3A1",24
"BP","GO:0001649","osteoblast differentiation","24/652","217/18842",0.110599078341014,3.1961776596647,6.16039583773953,5.52095047474187e-07,2.30741613829418e-05,7.65300171431377e-06,"COL1A1/IL6/CCN2/WWTR1/PTCH1/TNC/BMP2/SPP1/IGFBP2/CYP24A1/LGR4/VCAN/CAT/PTPRB/CRIM1/FGFR2/TMT1A/GDF10/GABBR1/GREM1/FHL2/FERMT2/IGFBP3/SMAD6",24
"BP","GO:0033046","negative regulation of sister chromatid segregation","12/652","58/18842",0.206896551724138,5.97905648402793,7.18995931996196,5.52674524142318e-07,2.30741613829418e-05,7.65300171431377e-06,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","12/652","58/18842",0.206896551724138,5.97905648402793,7.18995931996196,5.52674524142318e-07,2.30741613829418e-05,7.65300171431377e-06,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","12/652","58/18842",0.206896551724138,5.97905648402793,7.18995931996196,5.52674524142318e-07,2.30741613829418e-05,7.65300171431377e-06,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","12/652","58/18842",0.206896551724138,5.97905648402793,7.18995931996196,5.52674524142318e-07,2.30741613829418e-05,7.65300171431377e-06,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:0006958","complement activation, classical pathway","10/652","39/18842",0.256410256410256,7.40994179644486,7.58633889801109,5.89111267940997e-07,2.43697496068437e-05,8.0827091578049e-06,"IGHG1/C4BPA/CD55/IGHD/CLU/IGHA1/IGHG3/C7/IGHA2/C1QB",10
"BP","GO:0048545","response to steroid hormone","30/652","317/18842",0.0946372239747634,2.73489965357744,5.89772211921577,6.66584275700742e-07,2.71478461923412e-05,9.00411980317984e-06,"GPI/COL1A1/IL6/EDN1/SRD5A1/MDK/TCF21/FOS/PER1/ABCA3/NR4A3/CDO1/SLIT2/SPP1/ZFP36/IGFBP2/DUSP1/KLF9/FAM107A/STK39/CAV1/KANK2/AQP1/BCHE/PTGDS/CLDN4/FOSB/GHR/TBX2/SCGB1A1",30
"BP","GO:0048251","elastic fiber assembly","6/652","11/18842",0.545454545454545,15.7629670942554,9.27241211554106,6.68310252239936e-07,2.71478461923412e-05,9.00411980317984e-06,"MFAP4/TNXB/MYH11/FBLN5/LTBP4/COL3A1",6
"BP","GO:0071559","response to transforming growth factor beta","28/652","284/18842",0.0985915492957746,2.84917480342176,5.94471413086182,6.91834654772912e-07,2.78525219497416e-05,9.23783944698052e-06,"CLDN5/RGCC/FOLR1/COL1A1/EDN1/TGFBR2/HYAL2/TGFBR3/ZEB2/FOS/HPGD/BMP2/CDH3/DKK3/CDH5/LRRC32/CDKN1C/LTBP4/COL1A2/ENG/MXRA5/FGFR2/GDF15/GDF10/FERMT2/COL3A1/ID1/SMAD6",28
"BP","GO:0050817","coagulation","24/652","220/18842",0.109090909090909,3.15259341885109,6.08022443737848,7.09540215748523e-07,2.83125383434521e-05,9.3904129767939e-06,"HBB/PROS1/IL6/EDN1/SERPING1/ANGPT1/SVEP1/FAP/TFPI2/PLAU/CEACAM1/F2RL1/FBLN1/PLA2G4A/THBD/CPB2/F8/ANXA8/CD36/CAV1/SLC6A4/VWF/MYL9/COL3A1",24
"BP","GO:1905818","regulation of chromosome separation","14/652","82/18842",0.170731707317073,4.93393685470597,6.75892016823483,7.67988883960358e-07,3.01892168006353e-05,1.00128504821785e-05,"BUB1B/DLGAP5/TTK/ZWINT/NDC80/TRIP13/BIRC5/UBE2C/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",14
"BP","GO:0040013","negative regulation of locomotion","34/652","389/18842",0.0874035989717224,2.52585676660306,5.75724221066513,7.74640949835934e-07,3.01892168006353e-05,1.00128504821785e-05,"CLDN5/RGCC/HYAL2/MIF/MMRN2/STARD13/RECK/TGFBR3/DCN/ZEB2/CXCL12/FBLN1/PTGER4/CDH1/KLF4/SLIT2/LIMCH1/NEDD9/IL33/DUSP1/ENG/CXCL13/GDF15/AGTR2/DACH1/DLC1/GREM1/TIMP1/ADARB1/IGFBP3/COL3A1/SULF1/SEMA5A/CLDN3",34
"BP","GO:0048771","tissue remodeling","18/652","133/18842",0.135338345864662,3.91111213616864,6.37850486212811,7.76657606758417e-07,3.01892168006353e-05,1.00128504821785e-05,"LEPR/IL6/MDK/NPR3/PDK4/CEACAM1/S1PR1/EDNRA/EPAS1/SPP1/LGR4/PTN/TIE1/CAV1/AGTR2/GREM1/ACP5/ELF3",18
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","12/652","60/18842",0.2,5.77975460122699,7.02052726228673,8.14066593729715e-07,3.11070022976888e-05,1.03172521835341e-05,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:1905819","negative regulation of chromosome separation","12/652","60/18842",0.2,5.77975460122699,7.02052726228673,8.14066593729715e-07,3.11070022976888e-05,1.03172521835341e-05,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
"BP","GO:0061384","heart trabecula morphogenesis","8/652","24/18842",0.333333333333333,9.63292433537832,8.01191339930461,8.86246699153799e-07,3.35805577015502e-05,1.11376557263557e-05,"ADGRG6/RBP4/TGFBR3/S1PR1/TEK/HEY1/ENG/FHL2",8
"BP","GO:0060541","respiratory system development","14/652","83/18842",0.168674698795181,4.87449183236011,6.69743299425755,8.94827827271625e-07,3.36231556097313e-05,1.11517841646086e-05,"FOXF1/MME/CHI3L1/WFDC2/TCF21/SFTPD/RBP4/BMP2/ABCA3/EPAS1/CLDN18/FGFR2/TBX2/COL3A1",14
"BP","GO:0001952","regulation of cell-matrix adhesion","17/652","121/18842",0.140495867768595,4.06015819094458,6.39339392431768,9.19930862323507e-07,3.42807294067495e-05,1.13698815122152e-05,"PLPP3/EMP2/CDKN2A/PLAU/RRAS/GPM6B/SLK/LIMCH1/TEK/CD36/FAM107A/MACF1/DLC1/GREM1/ARHGAP6/FERMT2/MMP12",17
"BP","GO:0002443","leukocyte mediated immunity","36/652","429/18842",0.0839160839160839,2.42507186065468,5.65278616610398,9.69945716592385e-07,3.55823481535938e-05,1.18015890978416e-05,"EMP2/IGHG1/IL6/HSPD1/IGKC/CX3CR1/IGHV3-23/HLA-E/GATA2/C4BPA/FGR/IGHV1-69-2/CD55/IGHD/CEACAM1/IGHV3-21/CLU/IGHV1-69/AGER/F2RL1/IGHV3-48/NR4A3/TYROBP/IGHA1/IGHG3/CADM1/C7/IGHA2/PLA2G1B/ANXA3/PTGDS/PIK3R1/IGHV4-31/IGLL5/DNASE1L3/C1QB",36
"BP","GO:0061041","regulation of wound healing","18/652","135/18842",0.133333333333333,3.85316973415133,6.29871332600134,9.70642897070755e-07,3.55823481535938e-05,1.18015890978416e-05,"PROS1/EDN1/SERPING1/MYLK/FAP/PLAU/CEACAM1/F2RL1/THBD/CPB2/DUOX1/CD36/CAV1/HBEGF/CLDN4/FERMT2/CLDN3/ALOX5",18
"BP","GO:0051985","negative regulation of chromosome segregation","12/652","61/18842",0.19672131147541,5.68500452579704,6.93865028309856,9.81885343321508e-07,3.57042017180377e-05,1.18420042410881e-05,"BUB1B/TTK/ZWINT/NDC80/TRIP13/BIRC5/CENPF/DUSP1/BUB1/CCNB1/CDC20/MAD2L1",12
